raw_id,raw_name,raw_desc,resolved_exists,resolved_id,canonical_id,resolved_action,_cluster_id,notes
En_044ee413,mismatch,"A condition where components do not align properly, often due to fitup problems.",True,En_044ee413,,kept_noise_global,-1,
En_d178a6ba,carbon and low alloy steels,Materials that can be inspected for surface cracks using UT and MT methods.,True,En_d178a6ba,,kept,181,
En_2b094694,A. Dhooge,Author of a survey on reheat cracking in specific materials.,True,En_2b094694,,kept_noise_global,-1,
En_5ece3498,IIW-Commission IX,An organization or committee involved in the documentation of welding-related studies.,True,En_5ece3498,,kept_noise_global,-1,
En_a4d82407,dissimilar metals,"Metals of different types that, when joined, can undergo galvanic corrosion.",True,En_a4d82407,,kept_noise_global,-1,
En_4e59ed0c,noble metals,"Metals resistant to corrosion and oxidation, not typically affected by galvanic corrosion.",True,En_4e59ed0c,,kept_noise_global,-1,
En_28be9e55,moist or aqueous environment,Conditions that can facilitate galvanic corrosion by providing a suitable electrolyte.,True,En_28be9e55,,kept,43,
En_33caf4a2,soils containing moisture,"Soils that can act as an electrolyte, contributing to galvanic corrosion.",True,En_33caf4a2,,kept,43,
En_f3adb2c4,anode,"The more active material in contact with an electrolyte, subject to sacrificial corrosion.",True,En_f3adb2c4,,kept,77,
En_e1ce87eb,cathode,The more noble material protected by sacrificial corrosion of the anode.,True,En_e1ce87eb,,kept,77,
En_7622ce15,sacrificial corrosion,Corrosion of the more active material (anode) to protect the cathode.,True,En_7622ce15,,kept_noise_global,-1,
En_04eb395a,electrical connection,A connection that must exist between the anode and the cathode for galvanic corrosion.,True,En_04eb395a,,kept_noise_global,-1,
En_66a8492e,heat exchangers,Units susceptible to galvanic corrosion if tube material differs from tubesheet or baffles.,True,En_66a8492e,,kept,100,
En_1d1c8465,buried pipelines,"Pipelines located underground, typical locations for galvanic corrosion.",True,En_1d1c8465,,kept_noise_global,-1,
En_cf3c8353,electrical transmission support towers,"Structures supporting electrical transmission lines, prone to galvanic corrosion.",True,En_cf3c8353,,kept_noise_global,-1,
En_7acf5859,ship hulls,"The outer structure of ships, a common site for galvanic corrosion.",True,En_7acf5859,,kept_noise_global,-1,
En_a4d35796,salt water cooling,"Cooling method using salt water, increasing susceptibility to galvanic corrosion.",True,En_a4d35796,,kept,45,
En_fdce8f16,galvanized steel,"Steel coated with zinc to prevent corrosion, utilizing galvanic corrosion principles.",True,En_fdce8f16,,kept,231,
En_98f5ec7e,Zn,"Zinc, used in galvanizing to corrode preferentially and protect carbon steel.",True,En_98f5ec7e,,kept_noise_global,-1,
En_d82e820b,anode-to-cathode area ratio,Ratio affecting corrosion rate; large anode to small cathode area prevents accelerated corrosion.,True,En_d82e820b,,kept,77,
En_6db838bc,electric insulating bolt sleeves and gaskets,Components used in piping to eliminate electrical connections and prevent galvanic corrosion.,True,En_6db838bc,,kept,22,
En_63b49e56,coatings,Protective layers applied to noble materials to prevent galvanic corrosion.,True,En_63b49e56,,kept,48,
En_892ee5b1,water temperatures over 150oF (66oC),"Condition where anode-to-cathode relationship reverses, affecting corrosion dynamics.",True,En_892ee5b1,,kept_noise_global,-1,
En_d2bb3ec6,UT thickness gauging,Ultrasonic testing method used to measure material thickness and detect galvanic corrosion.,True,En_d2bb3ec6,,kept_noise_global,-1,
En_8eed79de,soil corrosion,Corrosion mechanism related to the degradation of materials in soil environments.,True,En_8eed79de,,kept_noise_global,-1,
En_97a083c6,Corrosion Basics – An Introduction,A reference book on corrosion published by NACE International.,True,En_97a083c6,,kept_noise_global,-1,
En_7c2cd45c,atmospheric corrosion,"Corrosion caused by moisture in atmospheric conditions, severe in marine and polluted environments.",True,En_7c2cd45c,,kept,236,
En_dd0a8334,marine environments,Environments near the sea where atmospheric corrosion is most severe due to moisture and salt.,True,En_dd0a8334,,kept_noise_global,-1,
En_5951556f,moist polluted industrial environments,"Industrial areas with airborne contaminants and moisture, leading to severe atmospheric corrosion.",True,En_5951556f,,kept_noise_global,-1,
En_c2c01593,dry rural environments,"Rural areas with low moisture levels, causing minimal atmospheric corrosion.",True,En_c2c01593,,kept_noise_global,-1,
En_ec6e9c65,equipment,"Equipment operating at low temperatures or cycled between ambient and other temperatures, prone to corrosion.",True,En_ec6e9c65,,kept,103,
En_bc99e56e,paint or coating system,"Protective systems in poor condition, increasing susceptibility to atmospheric corrosion.",True,En_bc99e56e,,kept,48,
En_0b31ad11,ambient temperature cycling,"Equipment cycling between ambient and other temperatures, increasing corrosion risk.",True,En_0b31ad11,,kept_noise_global,-1,
En_8acf69c5,equipment shutdown,"Equipment shut down or idled for long periods without proper mothballing, prone to corrosion.",True,En_8acf69c5,,kept,40,
En_8920fb56,mothballing,Process of preserving equipment during shutdown to prevent corrosion.,True,En_8920fb56,,kept_noise_global,-1,
En_265d6072,tanks,Storage tanks particularly susceptible to atmospheric corrosion.,True,En_265d6072,,kept_noise_global,-1,
En_4aec0c6e,corrosion under insulation,A type of corrosion occurring on metal surfaces beneath insulation due to moisture ingress.,True,En_4aec0c6e,,kept_noise_global,-1,
